-7.944189316859718630e+00 1.828564043414354856e+01
-7.944189316859718630e+00 1.828564043414354856e+01
-7.944189316859718630e+00 1.828564043414354856e+01
-7.944189316859718630e+00 1.828564043414354856e+01
-7.944189316859718630e+00 1.828564043414354856e+01
-7.944189316859718630e+00 1.828564043414354856e+01
-7.944189316859718630e+00 1.828564043414354856e+01
-7.944189316859718630e+00 1.828564043414354856e+01
-7.944182509523474600e+00 1.828564043395947536e+01
-7.914756509568359633e+00 1.828563961063133547e+01
-7.875406347895180126e+00 1.828563841857014438e+01
-7.860548745808652704e+00 1.828563793958250372e+01
-7.846092727395881816e+00 1.828563745751593572e+01
-7.831073391063351430e+00 1.828563693934089684e+01
-7.819661693564882832e+00 1.828563653345086948e+01
-7.799385066919535703e+00 1.828563578535470668e+01
-7.783284427368635683e+00 1.828563516588881299e+01
-7.761018164726651847e+00 1.828563427037891742e+01
-7.724200397386537631e+00 1.828563268484758453e+01
-7.689525994285752120e+00 1.828563106323161236e+01
-7.678401809236987674e+00 1.828563051487370927e+01
-7.658049157791150918e+00 1.828562947440772035e+01
-7.623234904631450704e+00 1.828562757723612009e+01
-7.601762922931788680e+00 1.828562632875716076e+01
-7.576817484264639191e+00 1.828562479836550025e+01
-7.547679976188169881e+00 1.828562289543186026e+01
-7.513718293337249499e+00 1.828562050949003037e+01
-7.460020642106045763e+00 1.828561633305167433e+01
-7.417155329173804823e+00 1.828561260604549688e+01
-7.368433755304130806e+00 1.828560789564930644e+01
-7.330938397131849804e+00 1.828560389091119731e+01
-7.304233139814677145e+00 1.828560081887721012e+01
-7.262432000796319009e+00 1.828559561170117576e+01
-7.183696927638422380e+00 1.828558432049004878e+01
-7.086802337715838895e+00 1.828556726801572907e+01
-7.022128057263540946e+00 1.828555354760322871e+01
-6.962124986755285683e+00 1.828553882827286259e+01
-6.886940674133121831e+00 1.828551721859852108e+01
-6.802817430886596739e+00 1.828548806818274741e+01
-6.725829851889236544e+00 1.828545583481424330e+01
-6.656804146602582684e+00 1.828542150727537674e+01
-6.594908303731146226e+00 1.828538556421255024e+01
-6.554923094403487305e+00 1.828535936423233110e+01
-6.503392074629847031e+00 1.828532168558662718e+01
-6.468462394484189915e+00 1.828529336287751406e+01
-6.435194940149645326e+00 1.828526407867381920e+01
-6.386713900751566975e+00 1.828521695078668330e+01
-6.353858346490356190e+00 1.828518170404370125e+01
-6.319432109878764692e+00 1.828514160720591875e+01
-6.287392383210449687e+00 1.828510111937903559e+01
-6.261035204103334806e+00 1.828506532818782659e+01
-6.242676651453077596e+00 1.828503898150555429e+01
-6.221448150327151261e+00 1.828500697842603273e+01
-6.202172763777040743e+00 1.828497641432545251e+01
-6.185141475381821685e+00 1.828494815322299516e+01
-6.169276518760888450e+00 1.828492071693564824e+01
-6.153440902565396442e+00 1.828489221490145766e+01
-6.140001297172699601e+00 1.828486711353411920e+01
-6.124688352244003653e+00 1.828483745029078023e+01
-6.113346236108005094e+00 1.828481472165771038e+01
-6.098301580277699863e+00 1.828478353964787217e+01
-6.083284383788940985e+00 1.828475119254273551e+01
-6.070685994149346065e+00 1.828472307533614583e+01
-6.056449783343947679e+00 1.828469018309216665e+01
-6.045291611190955372e+00 1.828466354148469364e+01
-6.037502251234920791e+00 1.828464448044053370e+01
-6.018468404960108487e+00 1.828459624241040871e+01
-5.991918661828495196e+00 1.828452480921032830e+01
-5.970380226199674567e+00 1.828446306859948223e+01
-5.951537380350427675e+00 1.828440607998054901e+01
-5.933593398349299441e+00 1.828434907394085229e+01
-5.914713139042091505e+00 1.828428604475753971e+01
-5.902187753150675675e+00 1.828424241637734937e+01
-5.887545122971796552e+00 1.828418948940795730e+01
-5.873458991893891756e+00 1.828413653090334279e+01
-5.858253090019505116e+00 1.828407700739501607e+01
-5.845842406860699114e+00 1.828402653152565804e+01
-5.827327148532086554e+00 1.828394790218222354e+01
-5.808884218652408116e+00 1.828386540326921050e+01
-5.795530184284189090e+00 1.828380291854158202e+01
-5.782037121577682015e+00 1.828373731679305791e+01
-5.768947719794572215e+00 1.828367119975676758e+01
-5.753368366918170551e+00 1.828358916870243078e+01
-5.735991003293104740e+00 1.828349315891031424e+01
-5.721156194954174268e+00 1.828340721683677472e+01
-5.706558153162762714e+00 1.828331886481714008e+01
-5.693587135645250541e+00 1.828323704903593949e+01
-5.674254449159847447e+00 1.828310898491632130e+01
-5.656144147672226730e+00 1.828298194463588544e+01
-5.637467567990333883e+00 1.828284324310821418e+01
-5.625210298215630900e+00 1.828274769804380284e+01
-5.608327677680639667e+00 1.828260986381573261e+01
