3.000000000000000000e+01 7.000000000000000000e+01 5.763440000000000099e-04
3.100000000000000000e+01 7.100000000000000000e+01 1.459479999999999925e-04
3.200000000000000000e+01 7.200000000000000000e+01 9.867920000000000077e-04
3.200000000000000000e+01 7.300000000000000000e+01 4.698619999999999815e-04
3.200000000000000000e+01 7.400000000000000000e+01 1.466920000000000029e-03
3.300000000000000000e+01 7.500000000000000000e+01 2.814709999999999890e-04
3.200000000000000000e+01 7.600000000000000000e+01 6.537859999999999505e-04
3.400000000000000000e+01 7.700000000000000000e+01 2.799810000000000016e-04
3.400000000000000000e+01 7.800000000000000000e+01 5.081969999999999456e-04
3.500000000000000000e+01 7.900000000000000000e+01 3.581669999999999472e-04
3.400000000000000000e+01 8.000000000000000000e+01 2.092409999999999843e-03
3.500000000000000000e+01 8.100000000000000000e+01 3.030640000000000243e-04
3.400000000000000000e+01 8.200000000000000000e+01 4.616709999999999781e-04
3.600000000000000000e+01 8.300000000000000000e+01 3.261480000000000086e-04
3.600000000000000000e+01 8.400000000000000000e+01 1.757319999999999932e-03
3.700000000000000000e+01 8.500000000000000000e+01 2.137090000000000235e-04
3.600000000000000000e+01 8.600000000000000000e+01 6.555119999999999675e-05
3.700000000000000000e+01 8.700000000000000000e+01 2.174320000000000216e-05
3.800000000000000000e+01 8.800000000000000000e+01 3.045529999999999960e-04
3.900000000000000000e+01 8.900000000000000000e+01 8.265389999999999142e-05
4.000000000000000000e+01 9.000000000000000000e+01 1.943490000000000191e-04
4.000000000000000000e+01 9.100000000000000000e+01 1.563730000000000019e-05
4.000000000000000000e+01 9.200000000000000000e+01 4.616710000000000052e-06
4.100000000000000000e+01 9.300000000000000000e+01 7.349510000000000382e-06
4.000000000000000000e+01 9.400000000000000000e+01 1.198240000000000068e-05
4.200000000000000000e+01 9.500000000000000000e+01 1.042480000000000055e-05
4.000000000000000000e+01 9.600000000000000000e+01 2.114550000000000278e-05
4.200000000000000000e+01 9.700000000000000000e+01 6.016609999999999134e-06
4.200000000000000000e+01 9.800000000000000000e+01 5.502819999999998925e-06
4.400000000000000000e+01 9.900000000000000000e+01 1.288209999999999987e-05
4.200000000000000000e+01 1.000000000000000000e+02 1.682860000000000012e-05
4.400000000000000000e+01 1.010000000000000000e+02 1.988159999999999952e-05
4.400000000000000000e+01 1.020000000000000000e+02 2.345590000000000018e-05
4.500000000000000000e+01 1.030000000000000000e+02 2.211550000000000196e-05
4.400000000000000000e+01 1.040000000000000000e+02 2.509400000000000064e-05
4.600000000000000000e+01 1.050000000000000000e+02 1.980709999999999879e-05
4.600000000000000000e+01 1.060000000000000000e+02 1.273319999999999864e-05
4.700000000000000000e+01 1.070000000000000000e+02 1.571170000000000070e-05
4.600000000000000000e+01 1.080000000000000000e+02 8.861100000000000592e-06
4.700000000000000000e+01 1.090000000000000000e+02 1.280759999999999914e-05
4.600000000000000000e+01 1.100000000000000000e+02 1.161630000000000091e-05
4.800000000000000000e+01 1.110000000000000000e+02 1.131839999999999992e-05
4.800000000000000000e+01 1.120000000000000000e+02 1.310550000000000014e-05
4.800000000000000000e+01 1.130000000000000000e+02 9.233450000000000509e-06
4.800000000000000000e+01 1.140000000000000000e+02 1.280759999999999914e-05
4.900000000000000000e+01 1.150000000000000000e+02 8.265389999999999819e-06
4.800000000000000000e+01 1.160000000000000000e+02 7.111219999999999484e-06
5.000000000000000000e+01 1.170000000000000000e+02 1.116950000000000038e-05
5.000000000000000000e+01 1.180000000000000000e+02 1.816900000000000172e-05
5.000000000000000000e+01 1.190000000000000000e+02 1.370119999999999852e-05
5.000000000000000000e+01 1.200000000000000000e+02 1.593509999999999927e-05
5.100000000000000000e+01 1.210000000000000000e+02 6.225109999999999764e-06
5.000000000000000000e+01 1.220000000000000000e+02 1.131839999999999992e-05
5.100000000000000000e+01 1.230000000000000000e+02 8.414310000000000759e-06
5.000000000000000000e+01 1.240000000000000000e+02 1.638189999999999980e-05
5.200000000000000000e+01 1.250000000000000000e+02 1.906259999999999940e-05
5.200000000000000000e+01 1.260000000000000000e+02 3.663579999999999913e-05
5.300000000000000000e+01 1.270000000000000000e+02 6.314460000000000526e-05
5.200000000000000000e+01 1.280000000000000000e+02 1.094610000000000011e-04
5.400000000000000000e+01 1.290000000000000000e+02 8.042020000000000635e-05
5.200000000000000000e+01 1.300000000000000000e+02 1.176520000000000045e-04
5.400000000000000000e+01 1.310000000000000000e+02 6.120860000000000211e-05
5.400000000000000000e+01 1.320000000000000000e+02 4.862430000000000132e-05
5.500000000000000000e+01 1.330000000000000000e+02 2.300909999999999964e-05
5.400000000000000000e+01 1.340000000000000000e+02 2.866829999999999791e-05
5.600000000000000000e+01 1.350000000000000000e+02 1.846680000000000080e-05
5.400000000000000000e+01 1.360000000000000000e+02 2.457280000000000298e-05
5.600000000000000000e+01 1.370000000000000000e+02 1.265869999999999960e-05
5.600000000000000000e+01 1.380000000000000000e+02 1.593509999999999927e-05
5.700000000000000000e+01 1.390000000000000000e+02 1.169069999999999972e-05
5.800000000000000000e+01 1.400000000000000000e+02 1.198859999999999902e-05
5.900000000000000000e+01 1.410000000000000000e+02 8.190919999999999497e-06
5.800000000000000000e+01 1.420000000000000000e+02 4.914559999999999242e-06
6.000000000000000000e+01 1.430000000000000000e+02 5.257090000000000179e-06
6.000000000000000000e+01 1.440000000000000000e+02 7.431389999999998995e-06
6.000000000000000000e+01 1.450000000000000000e+02 4.021000000000000126e-06
6.000000000000000000e+01 1.460000000000000000e+02 3.968880000000000530e-06
6.200000000000000000e+01 1.470000000000000000e+02 2.487069999999999890e-06
6.000000000000000000e+01 1.480000000000000000e+02 3.134890000000000406e-06
6.200000000000000000e+01 1.490000000000000000e+02 2.405149999999999749e-06
6.000000000000000000e+01 1.500000000000000000e+02 3.648690000000000467e-06
6.300000000000000000e+01 1.510000000000000000e+02 3.365730000000000215e-06
