1 2.77778e-05 32.2747 43.2808 1.59896e+09 17929.1
2 2.78056e-05 32.2789 43.2808 1.60046e+09 17963.5
3 2.79444e-05 32.2991 43.2808 1.60796e+09 18131.6
4 2.86389e-05 32.3894 43.2808 1.64543e+09 18880.1
5 3.21111e-05 32.692 43.2808 1.8328e+09 21293.9
6 4.94722e-05 33.3325 43.2808 2.76965e+09 25044.7
7 0.000136278 34.3227 43.2806 7.45391e+09 26995.2
8 0.000570306 35.5793 43.2799 3.08752e+10 27341.2
9 0.00274044 36.941 43.2761 1.47982e+11 27349.1
10 0.0135911 38.3193 43.2573 7.33514e+11 27160.3
11 0.0382183 39.1891 43.2145 2.06246e+12 26722.8
12 0.075304 39.736 43.1501 4.0637e+12 26082
13 0.124382 40.1168 43.0648 6.71208e+12 25268.8
14 0.185475 40.3967 42.9587 1.00088e+13 24309.4
15 0.259018 40.6077 42.8309 1.39774e+13 23228.3
16 0.345938 40.7684 42.6799 1.86678e+13 22046.9
17 0.447792 40.8901 42.503 2.41641e+13 20784.5
18 0.567046 40.9805 42.2958 3.05994e+13 19457
19 0.707881 41.0451 42.0512 3.81992e+13 18073.4
20 0.880328 41.0879 41.7516 4.75049e+13 16611.8
21 1.09968 41.1103 41.3705 5.93419e+13 15055.8
22 1.40681 41.1107 40.837 7.59152e+13 13314
23 1.93108 41.0742 39.9263 1.04206e+14 11127.5
24 2.38507 41.0237 39.1376 1.28705e+14 9725.96
25 2.8797 40.9548 38.2783 1.55396e+14 8506.88
26 3.33671 40.8792 37.4844 1.80058e+14 7566.35
27 3.77828 40.7955 36.7173 2.03886e+14 6776.16
28 4.20376 40.705 35.9782 2.26846e+14 6098.15
29 4.61264 40.609 35.2679 2.4891e+14 5508.58
30 5.00505 40.5085 34.5862 2.70086e+14 4990.91
31 5.3817 40.4043 33.9319 2.90411e+14 4532.89
32 5.74354 40.2971 33.3033 3.09937e+14 4125.15
33 6.09166 40.1874 32.6986 3.28722e+14 3760.35
34 6.4271 40.0755 32.1159 3.46824e+14 3432.62
35 6.75089 39.9619 31.5534 3.64296e+14 3137.2
36 7.06393 39.8467 31.0096 3.81189e+14 2870.13
37 7.36709 39.7302 30.4829 3.97548e+14 2628.13
38 7.66111 39.6125 29.9722 4.13414e+14 2408.39
39 7.94668 39.4938 29.4761 4.28824e+14 2208.52
40 8.22442 39.3741 28.9936 4.43812e+14 2026.45
41 8.49487 39.2537 28.5238 4.58406e+14 1860.38
42 8.75853 39.1325 28.0658 4.72634e+14 1708.73
43 9.01585 39.0107 27.6188 4.86519e+14 1570.12
44 9.26722 38.8883 27.1821 5.00084e+14 1443.3
45 9.51302 38.7654 26.7551 5.13348e+14 1327.2
46 9.75357 38.6419 26.3372 5.26329e+14 1220.82
47 9.98918 38.518 25.9279 5.39043e+14 1123.3
48 10.2201 38.3937 25.5267 5.51505e+14 1033.85
49 10.4466 38.269 25.1332 5.63729e+14 951.753
50 10.669 38.144 24.747 5.75727e+14 876.375
51 10.8873 38.0186 24.3676 5.8751e+14 807.136
52 11.1019 37.8929 23.9948 5.9909e+14 743.514
53 11.3129 37.767 23.6283 6.10475e+14 685.03
54 11.5205 37.6407 23.2677 6.21676e+14 631.254
55 11.7248 37.5143 22.9129 6.327e+14 581.792
56 11.9259 37.3875 22.5634 6.43555e+14 536.285
57 12.1241 37.2606 22.2192 6.54248e+14 494.406
58 12.3194 37.1335 21.8799 6.64786e+14 455.857
59 12.5119 37.0061 21.5455 6.75176e+14 420.366
60 12.7018 36.8786 21.2156 6.85423e+14 387.683
61 12.8891 36.7509 20.8902 6.95532e+14 357.58
