1 2.77778e-05 31.7518 43.8037 1.59896e+09 13269
2 2.78056e-05 31.7655 43.8037 1.60046e+09 13367.7
3 2.79444e-05 31.8283 43.8037 1.60796e+09 13827.4
4 2.86389e-05 32.0544 43.8037 1.64543e+09 15569.3
5 3.21111e-05 32.5567 43.8037 1.8328e+09 19697.8
6 4.94722e-05 33.305 43.8037 2.76965e+09 24651.9
7 0.000136278 34.32 43.8035 7.45391e+09 26952.8
8 0.000570306 35.5791 43.8028 3.08752e+10 27338.8
9 0.00274044 36.941 43.799 1.47982e+11 27349
10 0.0135911 38.3194 43.7802 7.33514e+11 27160.4
11 0.0373229 39.1695 43.7389 2.01414e+12 26738.7
12 0.0731741 39.7135 43.6766 3.94877e+12 26119
13 0.120799 40.0956 43.5939 6.51872e+12 25328.9
14 0.180182 40.3776 43.4908 9.72321e+12 24395
15 0.251724 40.5913 43.3665 1.35838e+13 23341.1
16 0.336313 40.755 43.2195 1.81484e+13 22188.8
17 0.435471 40.8802 43.0473 2.34993e+13 20957.1
18 0.551667 40.9748 42.8454 2.97695e+13 19661.5
19 0.688963 41.0444 42.6069 3.71784e+13 18312.8
20 0.857626 41.0939 42.3139 4.62799e+13 16888.3
21 1.07606 41.1259 41.9345 5.80671e+13 15357.4
22 1.42568 41.1419 41.3271 7.69337e+13 13465.5
23 1.78699 41.14 40.6994 9.6431e+13 12013.9
24 2.18305 41.1296 40.0114 1.17803e+14 10805.2
25 2.66836 41.1114 39.1683 1.43992e+14 9671.52
26 3.3341 41.0796 38.0118 1.79917e+14 8495.25
27 4.14261 41.0314 36.6073 2.23546e+14 7412.35
28 4.99272 40.9693 35.1305 2.69421e+14 6514.95
29 5.82336 40.8975 33.6875 3.14244e+14 5788.23
30 6.6358 40.8166 32.2762 3.58085e+14 5175.66
31 7.42184 40.7283 30.9107 4.00502e+14 4651.4
32 8.17827 40.634 29.5966 4.41321e+14 4196.97
33 8.90452 40.5349 28.335 4.80512e+14 3799.08
34 9.60151 40.4319 27.1242 5.18123e+14 3447.85
35 10.2709 40.3256 25.9615 5.54243e+14 3135.77
36 10.9145 40.2166 24.8434 5.88975e+14 2856.98
37 11.5344 40.1054 23.7665 6.22425e+14 2606.84
38 12.1323 39.9923 22.7277 6.54693e+14 2381.6
39 12.7102 39.8776 21.7239 6.85875e+14 2178.16
40 13.2695 39.7615 20.7523 7.16056e+14 1993.95
41 13.8116 39.6442 19.8105 7.45313e+14 1826.78
42 14.338 39.5258 18.8961 7.73716e+14 1674.82
43 14.8497 39.4065 18.0072 8.01328e+14 1536.46
44 15.3477 39.2863 17.142 8.28205e+14 1410.3
45 15.8331 39.1654 16.2988 8.54397e+14 1295.15
46 16.3066 39.0438 15.4762 8.7995e+14 1189.92
47 16.7691 38.9216 14.6729 9.04905e+14 1093.68
48 17.2212 38.7988 13.8876 9.29299e+14 1005.59
49 17.6634 38.6755 13.1192 9.53166e+14 924.896
50 18.0965 38.5518 12.3669 9.76536e+14 850.934
51 18.5209 38.4276 11.6296 9.99438e+14 783.102
52 18.9371 38.303 10.9066 1.0219e+15 720.86
53 19.3455 38.1781 10.1971 1.04394e+15 663.72
54 19.7466 38.0528 9.50047 1.06558e+15 611.241
55 20.1406 37.9272 8.81598 1.08684e+15 563.025
56 20.5279 37.8014 8.14309 1.10774e+15 518.708
57 20.9089 37.6752 7.48124 1.1283e+15 477.962
58 21.2838 37.5488 6.82994 1.14853e+15 440.489
59 21.653 37.4222 6.18872 1.16845e+15 406.015
60 22.0165 37.2953 5.55713 1.18807e+15 374.292
61 22.3748 37.1682 4.93478 1.2074e+15 345.094
62 22.7279 37.041 4.32129 1.22646e+15 318.213
63 23.0762 36.9135 3.7163 1.24525e+15 293.462
64 23.4198 36.7859 3.11948 1.26379e+15 270.665
65 23.7588 36.6581 2.53052 1.28209e+15 249.666
66 24 36.566 2.11149 1.2951e+15 235.589
