1 2.77778e-05 33.0017 43.2808 2.49834e+09 21797.2
2 2.78056e-05 33.0058 43.2808 2.50074e+09 21838.9
3 2.79444e-05 33.0261 43.2808 2.51273e+09 22042
4 2.86389e-05 33.1164 43.2808 2.57269e+09 22945.7
5 3.21111e-05 33.419 43.2808 2.87248e+09 25848.4
6 4.94722e-05 34.0595 43.2808 4.37144e+09 30294.7
7 0.000136278 35.0497 43.2806 1.18663e+10 32514.1
8 0.000570306 36.3063 43.2799 4.93403e+10 32867.9
9 0.00274044 37.668 43.2761 2.36711e+11 32861.5
10 0.0135911 39.0463 43.2573 1.17356e+12 32631.2
11 0.0458072 40.0646 43.2013 3.95511e+12 31943.1
12 0.120707 40.821 43.0712 1.04219e+13 30414
13 0.210502 41.2036 42.9152 1.81749e+13 28705.9
14 0.303905 41.4201 42.7529 2.62393e+13 27061.7
15 0.411245 41.5675 42.5665 3.55071e+13 25323
16 0.536661 41.6669 42.3486 4.63355e+13 23473.3
17 0.682091 41.7261 42.096 5.8892e+13 21542.4
18 0.851937 41.7493 41.8009 7.35565e+13 19534.9
19 1.04213 41.7382 41.4705 8.9978e+13 17550
20 1.24182 41.6981 41.1236 1.07219e+14 15710.5
21 1.44082 41.6369 40.7779 1.24401e+14 14080.5
22 1.63414 41.5612 40.4421 1.41092e+14 12657.5
23 1.82004 41.4753 40.1191 1.57143e+14 11414.9
24 1.99821 41.382 39.8096 1.72526e+14 10324.5
25 2.16883 41.2831 39.5132 1.87258e+14 9361.96
26 2.33236 41.18 39.2292 2.01376e+14 8507.55
27 2.4893 41.0735 38.9565 2.14927e+14 7745.31
28 2.64019 40.9643 38.6944 2.27955e+14 7062.36
29 2.78552 40.8528 38.4419 2.40503e+14 6448.21
30 2.92576 40.7394 38.1983 2.52611e+14 5894.2
31 3.06132 40.6244 37.9628 2.64315e+14 5393.11
32 3.19258 40.508 37.7348 2.75648e+14 4938.86
33 3.31987 40.3904 37.5137 2.86639e+14 4526.29
34 3.4435 40.2718 37.2989 2.97313e+14 4150.92
